Credential Type,License #,Status,Effective Date,Producer Name,Producer Credential,Brand Name,Recorded Date,Tetrahydrocannabinol (THC),Tetrahydrocannabinol acid (THCA),Cannabidiols (CBD),Carboxylic acids (CBDA),Other Active Ingredient (>1%),
MMBR,MMBR.0002746,ACTIVE,11/17/2017,ADVANCED GROW LABS LLC,MMPR.0000001,SATIVARIN T 24.86 NDC: 4016,7/9/2018 11:58:51 AM,1.32,23.54,<0.1,<0.1,N/A,
MMBR,MMBR.0002747,ACTIVE,11/20/2017,ADVANCED GROW LABS LLC,MMPR.0000001,Sativarin OB Tablets NDC: 4017,7/9/2018 11:58:01 AM,1.9,<0.1,<0.1,<0.1,.,
MMBR,MMBR.0002748,ACTIVE,11/20/2017,CURALEAF LLC,MMPR.0000003,Citron T26% S 3837,7/9/2018 11:57:31 AM,0.27,26.15,---,---,N/A,
MMBR,MMBR.0002749,ACTIVE,11/20/2017,CURALEAF LLC,MMPR.0000003,Silver T28% H 3838,7/9/2018 11:56:21 AM,0.47,27.39,---,---,N/A
,
MMBR,MMBR.0002750,ACTIVE,11/22/2017,"DXR FINANCE 3, LLC",MMPR.0000004,Taytenate T27 3922,7/9/2018 11:55:39 AM,0.8,25.7,<0.1,0.1,N/A,
MMBR,MMBR.0002751,ACTIVE,11/22/2017,"DXR FINANCE 3, LLC",MMPR.0000004,Taytenate T27 3923,7/9/2018 11:55:02 AM,0.8,25.7,<0.1,0.1,N/A,
MMBR,MMBR.0002752,ACTIVE,11/22/2017,"DXR FINANCE 3, LLC",MMPR.0000004,Zainavir T26 3920,7/9/2018 11:54:15 AM,0.6,25.2,<0.1,0.1,N/A,
MMBR,MMBR.0002753,ACTIVE,11/22/2017,"DXR FINANCE 3, LLC",MMPR.0000004,Zainavir T26 3921,7/9/2018 11:53:38 AM,0.6,25.2,<0.1,0.1,N/A,
MMBR,MMBR.0002754,ACTIVE,11/22/2017,ADVANCED GROW LABS LLC,MMPR.0000001,Indicol OB Tablets NDC: 4018,7/9/2018 11:52:55 AM,2.0,<0.1,<0.1,<0.1,N/A,
MMBR,MMBR.0002755,ACTIVE,11/22/2017,ADVANCED GROW LABS LLC,MMPR.0000001,Indicore OB Slips NDC: 4019,7/9/2018 11:52:19 AM,15.9,<0.1,<0.1,<0.1,N/A,
MMBR,MMBR.0002756,ACTIVE,11/22/2017,ADVANCED GROW LABS LLC,MMPR.0000001,Sativarin P Pure Oil T790 NDC: 4021,7/9/2018 11:51:18 AM,79.2,<0.1,0.2,0.1,N/A,
MMBR,MMBR.0002757,ACTIVE,11/22/2017,ADVANCED GROW LABS LLC,MMPR.0000001,Sativarin P Pure VPen 415 NDC: 4022,7/9/2018 11:50:35 AM,79.2,0.1,0.2,0.1,N/A,
MMBR,MMBR.0002758,ACTIVE,11/22/2017,ADVANCED GROW LABS LLC,MMPR.0000001,Cannabidiol D 1:5 Capsules NDC: 4023,7/9/2018 11:49:28 AM,0.8,<0.1,4.5,<0.1,N/A,
MMBR,MMBR.0002759,ACTIVE,11/22/2017,CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,MMPR.0000002,Fioraden A T250 4091 Vape,7/9/2018 11:48:49 AM,20.36,25.99,0.00,0.00,N/A,
MMBR,MMBR.0002760,ACTIVE,11/22/2017,CURALEAF LLC,MMPR.0000003,Lapis T23% H 3841,7/9/2018 11:47:52 AM,0.66,22.81,---,---,.,
MMBR,MMBR.0002761,ACTIVE,11/22/2017,CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,MMPR.0000002,Caleten T340 4092 DC Pure Vape,7/9/2018 11:46:45 AM,35.61,32.05,0.00,0.00,N/A,
MMBR,MMBR.0002762,ACTIVE,11/22/2017,CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,MMPR.0000002,Corlein T91 4203 CS,7/9/2018 11:44:29 AM,19.20,71.67,0.00,0.00,N/A,
MMBR,MMBR.0002763,ACTIVE,11/22/2017,CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,MMPR.0000002,Caleten T87 4094 CS,7/9/2018 11:43:43 AM,14.08,72.95,0.00,0.00,N/A,
MMBR,MMBR.0002764,ACTIVE,11/27/2017,ADVANCED GROW LABS LLC,MMPR.0000001,Cannabidiol D CBD Oral Solution 5x NDC: 4020,7/9/2018 11:42:48 AM,0.3,<0.1,4.9,<0.1,N/A,
MMBR,MMBR.0002765,ACTIVE,11/27/2017,CURALEAF LLC,MMPR.0000003,Garnet T29% H 3842,7/9/2018 11:42:07 AM,0.26,28.50,---,---,.,
MMBR,MMBR.0002766,ACTIVE,11/27/2017,CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,MMPR.0000002,CPS C40 Tab 4096,11/27/2017 8:42:50 AM,0.00,0.00,7.98,0.00,,
MMBR,MMBR.0002767,ACTIVE,11/27/2017,CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,MMPR.0000002,CPS C100 Tab 4097,11/27/2017 8:42:50 AM,0.00,0.00,19.66,0.00,,
MMBR,MMBR.0002768,ACTIVE,11/29/2017,ADVANCED GROW LABS LLC,MMPR.0000001,Cannabidiol D CBD Oral Solution 1x NDC: 4024,7/9/2018 2:56:12 PM,0.1,<0.1,0.1,<0.1,N/A,
MMBR,MMBR.0002769,ACTIVE,11/29/2017,CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,MMPR.0000002,Fioraleve A T23C51 4095 Tincture,7/9/2018 11:39:32 AM,2.29,0.00,5.13,0.00,.,
MMBR,MMBR.0002770,ACTIVE,11/30/2017,ADVANCED GROW LABS LLC,MMPR.0000001,Hybridol D 29.18 NDC: 4025,7/9/2018 11:20:35 AM,0.35,28.83,<0.1,<0.1,N/A,
MMBR,MMBR.0002771,ACTIVE,11/30/2017,ADVANCED GROW LABS LLC,MMPR.0000001,Indicol E CR 85.66 NDC: 4026,7/9/2018 11:19:26 AM,10.11,75.55,<0.1,<0.1,N/A,
MMBR,MMBR.0002772,ACTIVE,11/30/2017,ADVANCED GROW LABS LLC,MMPR.0000001,Hybridol F CR 88.85 NDC: 4027,7/9/2018 11:22:08 AM,3.14,85.71,<0.1,<0.1,N/A
,
MMBR,MMBR.0002773,ACTIVE,11/30/2017,ADVANCED GROW LABS LLC,MMPR.0000001,Hybridol F CR 88.85 NDC: 4028,7/9/2018 11:17:38 AM,3.14,85.71,<0.1,<0.1,N/A
,
MMBR,MMBR.0002774,ACTIVE,11/30/2017,CURALEAF LLC,MMPR.0000003,Sunrise C437 T20 CBD Syringe 3840,7/9/2018 11:15:51 AM,0.7,<0.1,15.0,<0.1,N/A,
MMBR,MMBR.0002775,ACTIVE,11/30/2017,ADVANCED GROW LABS LLC,MMPR.0000001,Indicol H SH 88.59 NDC: 4029,7/9/2018 11:14:26 AM,1.72,86.87,<0.1,<0.1,N/A,
MMBR,MMBR.0002776,ACTIVE,11/30/2017,ADVANCED GROW LABS LLC,MMPR.0000001,Indicol H SH 88.59 NDC: 4030,7/9/2018 11:13:31 AM,1.72,86.87,<0.1,<0.1,N/A,
MMBR,MMBR.0002777,ACTIVE,11/30/2017,CURALEAF LLC,MMPR.0000003,Cyan Oil A,7/9/2018 11:12:27 AM,34.4,<0.1,23.4,<0.1,N/A,
MMBR,MMBR.0002778,ACTIVE,12/05/2017,"DXR FINANCE 3, LLC",MMPR.0000004,Pagoti T100C17 3924,7/9/2018 11:11:00 AM,37.1,0.1,5.7,0.4,N/A,
MMBR,MMBR.0002779,ACTIVE,12/05/2017,"DXR FINANCE 3, LLC",MMPR.0000004,Pagoti T200C33 3925,7/9/2018 11:10:22 AM,37.1,0.1,5.7,0.4,N/A,
MMBR,MMBR.0002780,ACTIVE,12/05/2017,"DXR FINANCE 3, LLC",MMPR.0000004,Tomandi T748C86 3928,7/9/2018 11:09:32 AM,2.5,0.1,0.2,<0.1,.,
MMBR,MMBR.0002781,ACTIVE,12/05/2017,"DXR FINANCE 3, LLC",MMPR.0000004,CBD20:1 T1C25 3926,7/9/2018 11:08:55 AM,0.7,0.1,9.1,7.1,.,
MMBR,MMBR.0002782,ACTIVE,12/05/2017,"DXR FINANCE 3, LLC",MMPR.0000004,CBD20:1 T2C50 3927,7/9/2018 11:08:15 AM,0.7,0.1,9.1,7.1,.,
MMBR,MMBR.0002783,ACTIVE,12/05/2017,CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,MMPR.0000002,CPS Oil T250-C250 4098 Syringe,7/9/2018 11:07:19 AM,25.35,0.00,27.46,0.00,N/A,
MMBR,MMBR.0002784,ACTIVE,12/05/2017,ADVANCED GROW LABS LLC,MMPR.0000001,Sativarin W 26.48 NDC: 4031,7/9/2018 11:06:39 AM,0.51,25.97,<0.1,<0.1,N/A,
MMBR,MMBR.0002785,ACTIVE,12/05/2017,ADVANCED GROW LABS LLC,MMPR.0000001,HYBRIDOL R 26.08 NDC: 4032,7/9/2018 11:05:38 AM,0.14,25.94,<0.1,<0.1,N/A,
MMBR,MMBR.0002786,ACTIVE,12/05/2017,ADVANCED GROW LABS LLC,MMPR.0000001,Hybridol D VPen 300 NDC: 4033 ,7/9/2018 11:03:58 AM,60.55,<0.1,<0.1,<0.1,N/A,
MMBR,MMBR.0002787,ACTIVE,12/05/2017,ADVANCED GROW LABS LLC,MMPR.0000001,Indicol E VPen 300 NDC: 4034,7/9/2018 11:04:23 AM,56.83,0.35,<0.1,<0.1,.,
MMBR,MMBR.0002788,ACTIVE,12/05/2017,ADVANCED GROW LABS LLC,MMPR.0000001,Sativarin A VPen 300 NDC: 4035,7/9/2018 11:00:55 AM,60.55,0.18,<0.1,<0.1,.,
MMBR,MMBR.0002789,ACTIVE,12/05/2017,CURALEAF LLC,MMPR.0000003,Citron Oil I,7/9/2018 10:59:33 AM,21.3,<0.1,0.1,<0.1,N/A,
MMBR,MMBR.0002790,ACTIVE,12/05/2017,ADVANCED GROW LABS LLC,MMPR.0000001,Cannabidiol A 1:1 Tablets NDC: 4036,7/9/2018 10:58:58 AM,0.9,<0.1,0.9,<0.1,N/A,
MMBR,MMBR.0002791,ACTIVE,12/06/2017,CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,MMPR.0000002,Lexikan T336 4099 DC Pure Vape,7/9/2018 10:57:44 AM,42.03,25.13,0.00,0.00,N/A,
MMBR,MMBR.0002792,ACTIVE,12/06/2017,CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,MMPR.0000002,Otroven Flower T25 4100,7/9/2018 10:56:35 AM,0.42,24.39,0.00,0.00,N/A,
MMBR,MMBR.0002793,ACTIVE,12/06/2017,CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,MMPR.0000002,Unigen Flower T27 4101,7/9/2018 10:55:50 AM,0.75,26.33,0.00,0.00,N/A,
MMBR,MMBR.0002794,ACTIVE,12/06/2017,CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,MMPR.0000002,Tribiken Flower T26 4102,7/9/2018 10:53:49 AM,0.23,26.04,0.00,0.00,N/A,
MMBR,MMBR.0002795,ACTIVE,12/06/2017,CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,MMPR.0000002,Corlein Flower T27 4103,7/9/2018 10:53:00 AM,0.24,26.70,0.00,0.00,.,
MMBR,MMBR.0002796,ACTIVE,12/06/2017,"DXR FINANCE 3, LLC",MMPR.0000004,Pagoti T30C6 3929,7/9/2018 10:43:04 AM,9.6,<0.1,1.8,0.1,.,
MMBR,MMBR.0002797,ACTIVE,12/06/2017,"DXR FINANCE 3, LLC",MMPR.0000004,Pagoti T50C10 3930,7/9/2018 10:36:52 AM,9.6,<0.1,1.8,0.1,.,
MMBR,MMBR.0002798,ACTIVE,12/06/2017,CURALEAF LLC,MMPR.0000003,Scarlett Oil E,7/9/2018 10:36:10 AM,60.3,<0.1,0.1,<0.1,N/A,
MMBR,MMBR.0002799,ACTIVE,12/06/2017,ADVANCED GROW LABS LLC,MMPR.0000001,Hybridol Q 24.91 NDC: 4037,7/9/2018 10:35:19 AM,0.51,24.40,<0.1,<0.1,N/A,
MMBR,MMBR.0002800,ACTIVE,12/06/2017,ADVANCED GROW LABS LLC,MMPR.0000001,Hybridol Q 24.91 NDC: 4038,6/27/2018 1:58:06 PM,0.51,24.40,<0.1,<0.1,.,
MMBR,MMBR.0002801,ACTIVE,12/06/2017,ADVANCED GROW LABS LLC,MMPR.0000001,Hybridol J 28.78 NDC 4039,6/27/2018 1:57:16 PM,0.19,28.59,<0.1,<0.1,N/A,
MMBR,MMBR.0002802,ACTIVE,12/06/2017,ADVANCED GROW LABS LLC,MMPR.0000001,Hybridol J 27.78 NDC: 4040,6/27/2018 1:56:27 PM,0.19,28.59,<0.1,<0.1,.,
MMBR,MMBR.0002803,ACTIVE,12/06/2017,ADVANCED GROW LABS LLC,MMPR.0000001,Hybridol J RS 81.78 NDC: 4041,6/27/2018 1:55:40 PM,4.10,77.68,<0.1,<0.1,N/A,
MMBR,MMBR.0002804,ACTIVE,12/06/2017,ADVANCED GROW LABS LLC,MMPR.0000001,Indicol C SH 88.43 NDC: 4042,6/27/2018 1:54:55 PM,1.11,87.32,<0.1,<0.1,N/A,
MMBR,MMBR.0002805,ACTIVE,12/08/2017,"DXR FINANCE 3, LLC",MMPR.0000004,Aniva T88 3931,6/27/2018 1:54:08 PM,9.0,78.7,<0.1,0.3,N/A,
MMBR,MMBR.0002806,ACTIVE,12/08/2017,"DXR FINANCE 3, LLC",MMPR.0000004,Aniva T88 3932,6/27/2018 1:53:22 PM,9.0,78.7,<0.1,0.3,N/A,
MMBR,MMBR.0002807,ACTIVE,12/08/2017,"DXR FINANCE 3, LLC",MMPR.0000004,EloraPure T227C1 3933,6/27/2018 1:52:27 PM,31.6,37.2,0.1,0.2,N/A,
MMBR,MMBR.0002808,ACTIVE,12/08/2017,"DXR FINANCE 3, LLC",MMPR.0000004,EloraPure T894C4 3934,6/27/2018 1:51:32 PM,31.6,37.2,0.1,0.2,N/A,
MMBR,MMBR.0002809,ACTIVE,12/08/2017,CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,MMPR.0000002,Lexikan T91 4104 CS,6/27/2018 1:50:47 PM,24.01,66.90,0.00,0.00,N/A,
MMBR,MMBR.0002810,ACTIVE,12/11/2017,"DXR FINANCE 3, LLC",MMPR.0000004,Flavica T100C1 3935,6/27/2018 1:50:01 PM,35.9,0.1,0.2,<0.1,.,
MMBR,MMBR.0002811,ACTIVE,12/11/2017,"DXR FINANCE 3, LLC",MMPR.0000004,Flavica T200C2 3936,6/27/2018 1:49:22 PM,35.9,0.1,0.2,<0.1,.,
MMBR,MMBR.0002812,ACTIVE,12/11/2017,"DXR FINANCE 3, LLC",MMPR.0000004,Transdermal Cream T8C168 3937,6/27/2018 1:48:47 PM,<0.1,<0.1,0.3,<0.1,.,
MMBR,MMBR.0002813,ACTIVE,12/11/2017,ADVANCED GROW LABS LLC,MMPR.0000001,Indicore OB Honey NDC: 4043,6/27/2018 1:48:17 PM,0.1,<0.1,<0.1,<0.1,N/A,
MMBR,MMBR.0002814,ACTIVE,12/11/2017,ADVANCED GROW LABS LLC,MMPR.0000001,Indicore OB S'mores Granola Bite NDC: 4044,6/27/2018 1:47:50 PM,0.1,<0.1,<0.1,<0.1,.,
MMBR,MMBR.0002815,ACTIVE,12/11/2017,ADVANCED GROW LABS LLC,MMPR.0000001,Indicore OB S'Mores Granola Bites NDC: 4045,6/27/2018 1:47:21 PM,0.1,<0.1,<0.1,<0.1,.,
MMBR,MMBR.0002816,ACTIVE,12/11/2017,ADVANCED GROW LABS LLC,MMPR.0000001,Indicore OB Vegan Pumpkin Granola Spice (Gluten Aware) NDC: 4046,6/27/2018 1:46:53 PM,0.1,<0.1,<0.1,<0.1,N/A,
MMBR,MMBR.0002817,ACTIVE,12/11/2017,ADVANCED GROW LABS LLC,MMPR.0000001,Indicore OB Malted Chocolate Cookie NDC: 4047,6/27/2018 1:46:26 PM,0.4,<0.1,<0.1,<0.1,N/A,
MMBR,MMBR.0002818,ACTIVE,12/11/2017,ADVANCED GROW LABS LLC,MMPR.0000001,Indicore OB Malted Chocolate Cookies NDC: 4048,6/27/2018 1:46:01 PM,0.4,<0.1,<0.1,<0.1,N/A,
MMBR,MMBR.0002819,ACTIVE,12/11/2017,CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,MMPR.0000002,Corlein T250 4105 Vape,6/27/2018 1:45:31 PM,20.05,29.67,0.00,0.00,.,
MMBR,MMBR.0002820,ACTIVE,12/11/2017,CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,MMPR.0000002,Caleten T250 4106 Vape,6/27/2018 1:44:48 PM,21.75,28.04,0.00,0.00,N/A,
MMBR,MMBR.0002821,ACTIVE,12/11/2017,CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,MMPR.0000002,Lexikan Flower T31 4107,6/27/2018 1:44:12 PM,0.35,30.50,0.00,0.00,N/A,
MMBR,MMBR.0002822,ACTIVE,12/12/2017,CURALEAF LLC,MMPR.0000003,Scarlett T29% S 3854,6/27/2018 1:43:29 PM,0.76,28.62,---,---,N/A,
MMBR,MMBR.0002823,ACTIVE,12/12/2017,CURALEAF LLC,MMPR.0000003,Scarlett T29% S 3855,6/27/2018 1:42:56 PM,0.76,28.62,---,---,N/A,
MMBR,MMBR.0002824,ACTIVE,12/12/2017,CURALEAF LLC,MMPR.0000003,Scarlett T29% S 3856,6/27/2018 1:42:20 PM,0.76,28.62,---,---,N/A,
MMBR,MMBR.0002825,ACTIVE,12/12/2017,ADVANCED GROW LABS LLC,MMPR.0000001,Cannabidiol A 1:1 Coconut Oil NDC: 4049,6/27/2018 1:41:34 PM,0.1,<0.1,0.1,<0.1,N/A,
MMBR,MMBR.0002826,ACTIVE,12/13/2017,"DXR FINANCE 3, LLC",MMPR.0000004,Kirica-2 T26 3938,6/27/2018 1:41:03 PM,0.2,25.5,<0.1,<0.1,N/A,
MMBR,MMBR.0002827,ACTIVE,12/13/2017,"DXR FINANCE 3, LLC",MMPR.0000004,Kirica-2 T26 3939,6/27/2018 1:40:23 PM,0.2,25.5,<0.1,<0.1,N/A,
MMBR,MMBR.0002828,ACTIVE,12/13/2017,"DXR FINANCE 3, LLC",MMPR.0000004,Jehanose T28 3940,6/27/2018 1:39:33 PM,0.3,28.0,<0.1,0.1,N/A,
MMBR,MMBR.0002829,ACTIVE,12/13/2017,"DXR FINANCE 3, LLC",MMPR.0000004,Jehanose T28 3941,6/27/2018 1:38:51 PM,0.3,28.0,<0.1,0.1,N/A,
MMBR,MMBR.0002830,ACTIVE,12/13/2017,"DXR FINANCE 3, LLC",MMPR.0000004,Daxotone T23 3943,6/27/2018 1:38:07 PM,0.2,23.2,<0.1,<0.1,N/A,
MMBR,MMBR.0002831,ACTIVE,12/13/2017,"DXR FINANCE 3, LLC",MMPR.0000004,Daxotone T23 3942,6/27/2018 1:37:43 PM,0.2,23.2,<0.1,<0.1,N/A,
MMBR,MMBR.0002832,ACTIVE,12/13/2017,CURALEAF LLC,MMPR.0000003,Lapis T24% H 3858,6/27/2018 1:37:16 PM,1.60,22.17,---,---,.,
MMBR,MMBR.0002833,ACTIVE,12/13/2017,CURALEAF LLC,MMPR.0000003,Lapis T24% H 3859,6/27/2018 1:36:36 PM,1.60,22.17,---,---,.,
MMBR,MMBR.0002834,ACTIVE,12/13/2017,"DXR FINANCE 3, LLC",MMPR.0000004,AnivaPure T227C2 3944,6/27/2018 1:36:07 PM,30.8,38.1,0.2,0.3,N/A,
MMBR,MMBR.0002835,ACTIVE,12/13/2017,"DXR FINANCE 3, LLC",MMPR.0000004,AnivaPure T903C7 3945,6/27/2018 1:35:12 PM,30.8,38.1,0.2,0.3,N/A,
MMBR,MMBR.0002836,ACTIVE,12/13/2017,CURALEAF LLC,MMPR.0000003,Lapis T24% H 3860,6/27/2018 1:34:13 PM,1.60,22.17,---,---,.,
MMBR,MMBR.0002837,ACTIVE,12/13/2017,CURALEAF LLC,MMPR.0000003,Sapphire T27% H 3861,6/27/2018 1:33:39 PM,0.39,26.63,---,---,.,
MMBR,MMBR.0002838,ACTIVE,12/13/2017,CURALEAF LLC,MMPR.0000003,Sapphire T27% H 3862,6/27/2018 1:32:45 PM,0.39,26.63,---,---,.,
MMBR,MMBR.0002839,ACTIVE,12/13/2017,CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,MMPR.0000002,Tauradene B Flower SC T25 4109,6/27/2018 1:32:08 PM,0.18,24.37,0.00,0.00,N/A,
MMBR,MMBR.0002840,ACTIVE,12/13/2017,CURALEAF LLC,MMPR.0000003,Sapphire T27% H 3863,6/27/2018 1:31:26 PM,0.39,26.63,---,---,.,
MMBR,MMBR.0002841,ACTIVE,12/13/2017,CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,MMPR.0000002,Caleten Flower SC T26 4108,6/27/2018 1:30:34 PM,0.45,25.85,0.00,0.00,N/A,
MMBR,MMBR.0002842,ACTIVE,12/14/2017,CURALEAF LLC,MMPR.0000003,Sunlight T25% S 3864,6/27/2018 1:29:37 PM,0.47,24.38,---,---,N/A,
MMBR,MMBR.0002843,ACTIVE,12/14/2017,CURALEAF LLC,MMPR.0000003,Sunlight T25% S 3865,6/27/2018 1:29:12 PM,0.47,24.38,---,---,N/A,
MMBR,MMBR.0002844,ACTIVE,12/14/2017,CURALEAF LLC,MMPR.0000003,Sunlight T25% S 3866,6/27/2018 1:28:29 PM,0.47,24.38,---,---,N/A,
MMBR,MMBR.0002845,ACTIVE,12/14/2017,ADVANCED GROW LABS LLC,MMPR.0000001,CANNABIDIOL A 1:1 LEMON COOKIE NDC: 4050,6/27/2018 1:27:53 PM,0.1,<0.1,0.1,<0.1,N/A,
MMBR,MMBR.0002846,ACTIVE,12/14/2017,"DXR FINANCE 3, LLC",MMPR.0000004,Eloralix T74 3946,6/27/2018 1:27:26 PM,4.7,69.2,<0.1,0.2,N/A,
MMBR,MMBR.0002847,ACTIVE,12/14/2017,ADVANCED GROW LABS LLC,MMPR.0000001,Indicore OB Chocolate Chip Cookie NDC: 4051,6/27/2018 1:26:44 PM,0.1,<0.1,0.1,<0.1,N/A,
MMBR,MMBR.0002848,ACTIVE,12/14/2017,ADVANCED GROW LABS LLC,MMPR.0000001,Indicore OB Chocolate Chip Cookies NDC: 4052,6/27/2018 1:26:13 PM,0.1,<0.1,0.1,<0.1,N/A,
MMBR,MMBR.0002849,ACTIVE,12/14/2017,ADVANCED GROW LABS LLC,MMPR.0000001,Indicore OB White Chocolate Hazelnut Cookie NDC: 4053,6/27/2018 1:25:48 PM,0.2,<0.1,0.1,<0.1,N/A,
MMBR,MMBR.0002850,ACTIVE,12/14/2017,ADVANCED GROW LABS LLC,MMPR.0000001,Indicore OB Brownie NDC: 4054,6/27/2018 1:25:18 PM,0.1,<0.1,0.1,<0.1,N/A,
MMBR,MMBR.0002851,ACTIVE,12/14/2017,ADVANCED GROW LABS LLC,MMPR.0000001,Indicore OB Brownies NDC: 4055,6/27/2018 1:24:51 PM,0.1,<0.1,0.1,<0.1,N/A,
MMBR,MMBR.0002852,ACTIVE,12/18/2017,ADVANCED GROW LABS LLC,MMPR.0000001,Cannabidiol A 1:1 VPen 300 NDC: 4056,6/27/2018 1:24:24 PM,30.0,<0.1,28.2,1.5,N/A,
MMBR,MMBR.0002853,ACTIVE,12/18/2017,ADVANCED GROW LABS LLC,MMPR.0000001,Sativarin P VPen 300 NDC: 4057,6/27/2018 1:23:31 PM,59.3,0.1,0.2,0.1,N/A,
MMBR,MMBR.0002854,ACTIVE,12/18/2017,ADVANCED GROW LABS LLC,MMPR.0000001,Sativarin OB Tablets NDC: 4058,6/27/2018 1:21:49 PM,2.8,<0.1,<0.1,<0.1,N/A,
MMBR,MMBR.0002855,ACTIVE,12/18/2017,ADVANCED GROW LABS LLC,MMPR.0000001,Hybridol OB THC Oral Solution 1x NDC: 4059,6/27/2018 1:21:22 PM,1.1,<0.1,<0.1,<0.1,N/A,
MMBR,MMBR.0002856,ACTIVE,12/18/2017,ADVANCED GROW LABS LLC,MMPR.0000001,Hybridol OB THC Oral Solution 5x NDC: 4060,6/27/2018 1:20:51 PM,5.3,<0.1,<0.1,<0.1,N/A,
MMBR,MMBR.0002857,ACTIVE,12/18/2017,"DXR FINANCE 3, LLC",MMPR.0000004,Akenocet T25 3949,6/27/2018 1:59:47 PM,0.6,24.6,<0.1,<0.1,N/A,
MMBR,MMBR.0002858,ACTIVE,12/18/2017,"DXR FINANCE 3, LLC",MMPR.0000004,Akenocet T25 3950,6/27/2018 1:19:45 PM,0.6,24.6,<0.1,<0.1,N/A,
MMBR,MMBR.0002859,ACTIVE,12/18/2017,"DXR FINANCE 3, LLC",MMPR.0000004,Lyndallane T23 3947,6/27/2018 1:19:05 PM,0.8,22.2,<0.1,<0.1,N/A,
MMBR,MMBR.0002860,ACTIVE,12/18/2017,"DXR FINANCE 3, LLC",MMPR.0000004,Lyndallane T23 3948,6/27/2018 1:18:05 PM,0.8,22.2,<0.1,<0.1,N/A,
MMBR,MMBR.0002861,ACTIVE,12/18/2017,"DXR FINANCE 3, LLC",MMPR.0000004,Kirica-1 T22 3951,6/27/2018 1:17:19 PM,0.5,21.8,<0.1,<0.1,N/A,
MMBR,MMBR.0002862,ACTIVE,12/18/2017,"DXR FINANCE 3, LLC",MMPR.0000004,Kirica-1 T22 3952,6/27/2018 1:16:42 PM,0.5,21.8,<0.1,<0.1,N/A,
MMBR,MMBR.0002863,ACTIVE,12/18/2017,"DXR FINANCE 3, LLC",MMPR.0000004,CBD1:1 T873C1164 3953,6/27/2018 1:16:05 PM,3.0,<0.1,3.1,0.9,.,
MMBR,MMBR.0002864,ACTIVE,12/18/2017,ADVANCED GROW LABS LLC,MMPR.0000001,Indicore OB Sublingual Spray NDC: 4061,6/27/2018 1:15:30 PM,7.8,<0.1,<0.1,<0.1,N/A,
MMBR,MMBR.0002865,ACTIVE,12/18/2017,ADVANCED GROW LABS LLC,MMPR.0000001,Cannabidiol A 1:1 Sublingual Spray NDC: 4062,6/27/2018 1:14:53 PM,4.1,<0.1,3.9,0.2,N/A,
MMBR,MMBR.0002866,ACTIVE,12/19/2017,ADVANCED GROW LABS LLC,MMPR.0000001,Sativarin OB Capsules NDC: 4063,6/27/2018 1:14:18 PM,5.4,<0.1,<0.1,<0.1,N/A,
MMBR,MMBR.0002867,ACTIVE,12/19/2017,ADVANCED GROW LABS LLC,MMPR.0000001,Indicol P Pure VPen 395 NDC: 4064,6/27/2018 1:13:42 PM,74.8,0.4,0.2,0.1,N/A,
MMBR,MMBR.0002868,ACTIVE,12/19/2017,ADVANCED GROW LABS LLC,MMPR.0000001,Sativarin E Pure VPen 385 NDC: 4065,6/27/2018 1:12:55 PM,73.8,0.1,0.2,0.1,N/A,
MMBR,MMBR.0002869,ACTIVE,12/19/2017,ADVANCED GROW LABS LLC,MMPR.0000001,Hybridol Q Pure Oil T760 NDC: 4066,6/27/2018 1:12:08 PM,75.7,<0.1,0.2,<0.1,N/A,
MMBR,MMBR.0002870,ACTIVE,12/19/2017,ADVANCED GROW LABS LLC,MMPR.0000001,Hybridol F VPen 300 NDC: 4067,6/27/2018 1:11:25 PM,58.68,<0.1,<0.1,<0.1,N/A,
MMBR,MMBR.0002871,ACTIVE,12/19/2017,CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,MMPR.0000002,Tauradene B T370 4111 DC Pure Vape,6/27/2018 1:10:30 PM,33.21,40.82,0.00,0.00,.,
MMBR,MMBR.0002872,ACTIVE,12/19/2017,"DXR FINANCE 3, LLC",MMPR.0000004,Pagoti T31C8 3956,6/27/2018 1:09:35 PM,0.1,<0.1,<0.1,<0.1,.,
